order_id,product_id,quantity,total_price
129,114178,1,145.6
129,131536,1,350.09
129,20349,1,450.19
129,113655,1,253.68
129,125180,1,88.38
130,82376,2,694.6
130,9506,3,845.46
130,98556,2,804.92
131,86646,2,633.16
131,71738,3,256.20000000000005
131,72317,2,262.38
132,48061,1,277.55
132,146314,3,317.4
133,49102,1,187.08
133,81542,2,550.6
133,109206,2,814.76
134,104046,1,361.46
134,10210,2,0.0
135,77873,2,539.64
135,102943,1,415.94
136,44053,1,188.46
137,76872,1,132.31
137,16316,3,1377.0
138,44957,2,21.52
138,44997,1,90.0
138,53015,1,404.34
138,131190,3,513.12
138,149076,3,920.76
139,63283,1,308.45
139,55318,3,983.49
140,134231,1,373.4
140,32844,3,330.96
141,27999,2,935.6
141,101224,1,115.58
141,96924,1,167.91
142,22546,2,408.54
142,40666,3,1171.44
142,28388,1,179.24
143,78913,3,1358.04
143,136819,2,509.6
143,118834,2,494.34
143,66756,2,862.24
143,69795,1,34.63
144,27579,1,420.8
144,26469,1,490.02
144,64430,2,811.9
144,15828,1,66.16
144,19519,2,195.68
145,16317,1,159.96
145,132617,3,919.5
146,53035,3,1092.99
146,14647,2,291.36
146,143548,1,227.13
146,85383,2,414.32
148,125655,3,40.95
148,18316,3,1106.79
148,13538,2,802.5
148,47936,1,47.7
149,19700,3,476.55
149,139646,2,678.28
149,2787,3,581.25
149,40229,3,201.57
150,148949,1,85.63
150,39589,1,397.68
150,68572,3,921.15
151,115625,1,309.54
151,74831,1,442.69
152,33768,2,820.36
153,41228,1,368.46
153,481,1,193.94
154,86140,1,215.73
155,131990,3,1232.34
155,31470,1,89.6
156,38135,2,459.22
156,125536,2,45.38
156,3858,1,233.1
157,116810,2,22.6
157,132031,1,243.58
157,50411,3,706.98
157,119591,3,664.5
157,20711,2,714.48
158,127247,2,194.7
158,56593,2,987.32
158,129050,1,281.05
158,13190,2,280.14
159,47753,2,673.76
159,25632,1,363.94
159,65247,1,449.51
160,111318,1,129.27
160,88226,1,105.08
161,136437,3,0.0
161,141782,1,409.59
162,124316,2,0.0
162,74476,3,292.44
163,55375,1,476.42
164,121835,3,158.7
165,51929,1,431.6
165,85437,3,1071.93
165,95639,1,411.79
166,48149,2,153.3
166,56568,1,63.1
166,91909,2,443.04
166,117196,3,803.64
166,4545,1,472.41
167,148135,1,431.52
168,16510,2,701.16
168,108004,2,108.02
168,87175,1,681.45
169,39585,2,828.54
169,22470,1,267.97
169,30367,2,913.08
169,143333,2,451.18
170,112090,1,437.22
170,40467,1,421.06
170,41057,2,721.72
171,76835,3,1316.4
172,664,3,541.23
172,53904,2,54.1
172,98239,3,1329.51
172,149243,3,1028.97
173,100675,1,187.78
173,122801,3,335.16
173,33254,3,717.5999999999999
173,72737,3,1286.94
174,138131,3,453.78
174,73485,3,275.58
174,111336,3,771.33
174,58548,1,288.2
174,26433,3,148.41
175,105169,3,850.92
176,73943,3,1164.69
177,143640,1,299.93
177,95793,1,382.08
178,121774,2,822.72
178,28768,1,23.14
178,83653,1,193.44
179,7415,3,1498.8000000000002
180,55691,1,184.96
180,6158,3,1174.11
180,83971,1,50.72
180,132881,2,658.22
180,113512,1,107.89
181,128403,1,160.01
181,40198,1,350.47
181,60905,1,205.04
182,86491,2,265.12
182,89672,1,104.45
183,41669,1,226.71
183,116626,3,1006.68
184,59147,2,568.2
184,69393,2,949.62
184,35829,2,621.94
185,108701,2,64.66
185,103918,1,404.15
186,65191,3,1115.25
186,124074,2,829.24
186,63926,1,922.06
186,84104,2,707.64
187,148791,2,602.04
189,17055,1,287.2
189,142988,1,484.13
189,45034,3,0.0
190,7262,1,239.47
190,108824,2,923.32
190,62286,3,1157.4
190,96167,2,753.86
190,55350,2,863.38
191,44743,1,372.06
191,141792,2,376.84
192,75349,3,603.9300000000001
192,117662,1,235.51
193,115093,2,367.84
194,48690,3,1314.84
194,106055,3,795.24
194,104437,3,225.9
194,51492,3,165.66
196,103637,3,267.39
196,118533,1,273.48
196,101476,2,124.3
196,29283,2,146.02
196,92711,2,926.92
197,76262,3,363.27
197,13192,2,888.96
197,138152,1,110.99
198,132847,2,994.08
198,47495,3,511.92
199,4786,1,220.32
199,105545,3,332.88
199,3511,3,611.13
200,41679,1,234.29
201,26550,3,751.77
201,9765,3,1225.17
201,18211,2,136.38
201,96988,3,823.92
202,60985,1,343.09
202,13498,3,948.0
203,16006,2,753.1
203,140889,1,445.33
203,33836,1,444.53
203,74341,1,448.27
204,127213,1,925.8
204,138336,2,77.5
204,140848,2,321.0
206,15464,2,789.28
206,108351,1,15.45
206,135992,3,42.150000000000006
206,65396,3,371.73
207,43298,3,288.45000000000005
207,80475,3,749.73
208,65636,3,1177.86
208,88765,1,195.57
208,111959,3,1484.19
208,27688,1,290.55
208,27066,3,1169.82
209,17009,2,45.68
209,64482,1,1331.43
209,149721,3,438.3
210,9128,2,615.76
210,133346,3,565.47
211,75479,2,447.34
211,75947,2,428.7
211,60120,2,360.72
212,81539,1,106.4
212,97224,1,88.89
212,127834,3,642.39
213,73187,2,119.04
213,88167,2,478.84
214,47033,1,444.26
214,80542,1,37.23
214,48584,3,786.75
214,125512,1,379.53
215,103077,3,1092.18
215,43528,1,392.6
215,128810,2,861.06
215,4280,1,143.89
216,799,3,134.28
216,78737,2,20.96
216,115833,1,160.87
217,47016,1,88.17
217,139063,2,490.48
217,64383,1,0.0
217,130560,1,419.6
218,97075,3,1044.3000000000002
218,63858,2,901.28
218,107131,2,472.36
219,44187,2,278.32
220,134681,1,297.16
220,120070,3,810.99
220,5433,1,340.97
220,51238,1,115.91
220,61817,1,62.36
221,132295,2,380.72
221,9477,1,455.01
221,26703,3,34.89
221,5832,3,675.1800000000001
222,124364,1,381.7
222,137559,3,157.2
223,25173,3,920.1
223,122345,1,322.19
224,92872,3,1010.13
224,59248,1,170.65
224,79440,2,409.22
225,105730,1,725.49
226,106799,1,485.96
226,27506,1,201.41
226,15493,3,1213.56
227,10974,1,381.88
228,133411,2,284.86
229,20468,2,865.98
229,5444,1,186.59
229,22171,1,45.38
230,48489,2,646.5
230,103865,2,146.8
231,21225,2,521.76
232,81756,3,1334.88
232,83500,2,493.44
233,103733,3,738.3
233,29235,1,324.4
234,106073,2,773.34
234,6015,2,695.76
234,56296,1,31.54
235,109826,3,701.8499999999999
235,136681,3,1329.09
235,75096,3,850.47
236,98220,3,1499.97
236,135297,1,296.28
236,43762,2,563.76
237,100048,2,521.12
237,109152,2,519.76
238,119520,3,695.25
238,7871,3,884.79
238,11189,1,137.97
239,11816,2,972.04
240,29689,2,122.56
240,122131,1,431.97
240,126166,1,119.8
240,121988,2,0.0
240,107046,2,546.08
241,88973,1,114.52
241,3221,3,823.02
242,141454,2,428.46
242,3667,3,1255.62
244,84537,3,1483.59
244,24665,3,1443.51
244,56219,2,251.5
245,126649,1,191.22
245,88499,1,70.93
246,4285,2,515.4
246,102426,2,81.32
246,21897,2,972.94
247,81328,2,355.24
247,95782,1,388.1
247,4446,1,270.38
247,108611,1,66.35
248,11732,3,656.55
248,28850,1,37.13
248,144555,2,348.78
248,42822,3,438.9
248,129481,2,957.8
249,6498,3,1090.53
250,63520,2,242.14
250,98704,2,996.36
250,38240,2,675.42
250,62591,1,125.9
251,40883,2,298.68
252,86624,2,970.46
252,48583,1,238.86
252,68749,3,0.0
252,32754,1,321.71
253,65441,2,315.32
253,78115,1,89.26
253,83778,1,363.04
254,104156,2,95.04
255,107192,2,508.32
255,95559,1,480.13
256,89204,2,541.62
257,133055,1,66.33
257,109028,2,59.14
257,1199,2,422.34
258,61141,3,45.69
258,136649,2,343.84
259,71993,3,1498.77
259,42415,2,247.86
259,6462,2,944.76
259,90154,3,1273.14
259,91488,1,424.31
260,123625,1,261.87
261,33811,1,405.98
261,132237,1,21.84
261,36056,3,1331.07
261,49150,1,396.14
261,46613,2,632.28
262,53850,2,359.58
263,89441,3,687.96
263,86646,2,633.16
264,79705,1,328.47
265,145834,2,534.64
265,37035,1,211.18
266,4505,3,170.10000000000002
266,112314,1,437.45
266,58194,1,333.61
266,63624,3,517.86
267,4739,1,444.21
267,107142,1,275.48
267,96408,1,157.97
269,4611,2,367.3
269,60732,1,335.82
269,96186,1,157.02
270,56737,2,383.34
270,31855,1,420.66
270,45334,2,645.98
270,91785,3,967.89
270,15267,3,1088.67
271,88363,1,131.98
272,32267,3,1127.19
272,122165,3,719.04
273,15878,2,976.36
273,105603,1,372.7
273,131427,1,230.49
273,43028,1,392.03
273,74879,3,1474.08
274,135842,3,126.12
275,39339,3,1498.68
276,22162,1,443.47
276,46372,2,414.74
276,93427,1,16.49
277,78986,3,1296.21
278,22125,1,321.18
278,34353,1,222.23
278,121772,1,222.28
278,1729,1,213.64
279,41643,2,753.94
279,144776,2,267.84
280,21070,1,336.8
280,85943,2,863.68
280,81584,1,0.0
280,65900,2,328.36
280,97597,3,1499.85
281,37959,2,484.7
282,90636,3,1110.06
282,78548,2,120.88
282,21956,3,407.34
282,42455,2,199.52
282,102238,3,115.41
283,138416,3,1132.02
284,132745,1,240.76
284,68592,1,267.54
285,2761,2,844.38
285,91290,3,1362.69
285,27638,2,639.4
286,47102,2,337.2
286,34106,1,282.78000000000003
286,142275,1,57.05
287,52082,3,0.0
287,67986,1,293.25
287,93329,2,946.54
288,91807,1,198.59
288,58165,2,981.52
288,91600,3,450.66
289,92891,2,129.04
290,122002,3,0.0
290,16726,3,1382.76
290,43308,3,507.96
290,17745,3,1469.61
291,28833,2,678.8
291,130028,2,108.7
292,4086,2,955.66
293,4039,2,816.8
293,15950,3,245.28000000000003
293,18060,3,879.33
293,44754,3,1308.63
294,125270,1,318.55
295,141532,3,996.84
295,57379,1,250.25
295,122610,2,263.24
296,25736,3,479.1
297,51203,2,862.96
297,17090,3,1412.1
297,100507,1,284.5
298,48558,3,1207.92
298,106589,1,153.69
298,7742,1,498.43
298,104250,1,66.5
299,60593,3,1110.75
299,67490,3,1179.69
299,30833,2,995.28
300,37581,3,115.68
300,131680,3,219.48
300,41367,1,492.73
301,133942,2,316.18
302,43175,1,365.3
303,68206,2,353.14
303,61102,3,169.74
303,95337,1,231.57
303,17110,3,1279.1999999999998
304,24620,1,103.14
304,61458,1,127.56
304,6400,1,152.99
304,56658,3,677.73
305,105302,2,0.0
306,74339,2,232.12
306,82752,3,1173.24
306,97399,2,816.74
306,84936,2,582.38
306,117085,2,403.2
307,42410,1,371.41
308,7138,2,871.56
308,142701,1,117.67
308,117778,3,85.59
308,20863,1,434.03
309,51594,3,1017.33
309,29889,1,362.64
309,95430,3,235.2
310,30825,1,158.02
311,111155,1,327.99
312,1421,3,657.36
313,117503,2,234.24
314,42782,2,762.56
314,109601,2,474.04
314,104228,1,312.66
315,20838,1,101.85
315,33527,3,394.08
316,22808,3,923.97
316,103314,2,899.52
316,369,2,223.04
317,117406,2,726.54
317,126348,1,83.44
317,147002,2,677.34
317,122038,2,749.38
318,93736,3,1020.9
318,1034,2,978.36
319,56108,2,769.0
319,136527,1,405.75
319,119968,2,648.96
319,31161,3,208.5
320,121368,3,1370.5500000000002
320,76012,3,294.33
320,123576,2,40.7
320,45834,1,375.47
320,84917,2,678.68
321,53467,3,537.1500000000001
321,28145,3,1095.96
321,106891,2,515.62
321,63524,2,859.36
321,48159,3,1325.76
322,58258,1,197.67
322,37905,2,22.58
322,21654,3,888.1800000000001
322,111064,2,472.52
322,57585,2,804.62
323,141940,1,489.4
323,108827,2,354.54
323,105213,2,717.22
324,71441,1,62.09
324,74444,1,41.9
325,20797,2,344.62
326,7453,1,145.03
326,93648,1,285.84
326,145531,1,639.72
327,71649,1,284.91
328,87297,3,0.0
328,143536,2,0.0
328,99490,2,159.7
329,4897,2,750.7
329,19646,2,179.42
330,79214,1,306.4
330,78291,2,90.24
331,101470,3,1192.86
331,64026,1,358.87
331,97938,3,917.4
332,28768,2,46.28
332,97282,1,96.61
332,129064,1,444.39
332,60315,1,243.3
333,55419,2,782.08
333,35605,3,1215.84
333,79614,1,340.32
334,119141,3,136.56
335,93558,1,0.0
335,12029,2,973.7
335,94880,1,459.33
336,50262,1,402.29
336,45137,3,61.74
337,140866,2,27.38
338,84759,1,484.66
338,84161,2,201.34
338,48581,1,78.87
339,16918,1,95.04
339,39245,1,20.87
339,38644,3,1283.97
340,3801,2,250.48
340,10121,1,361.2
340,126270,2,652.02
340,60900,3,661.29
341,30075,1,464.4
341,68638,1,86.65
342,136551,2,525.04
342,24317,3,1074.15
343,34713,1,189.69
344,71649,2,569.82
344,65106,3,52.83
345,145391,3,1296.87
345,50903,3,1164.3000000000002
346,69208,2,957.86
346,117521,3,1255.62
346,142747,3,1359.21
347,106724,2,568.7
347,132084,3,1139.04
347,114451,2,114.06
347,145045,1,426.16
347,71826,1,417.09
348,79271,3,1123.9499999999998
349,5130,1,303.99
349,85042,1,47.96
350,84610,2,422.24
350,114100,2,528.22
350,115441,1,12.72
351,75747,2,357.7
351,40903,1,373.62
351,26873,2,914.48
352,131942,2,320.34
352,61953,3,1445.79
352,125640,1,442.22
352,42125,2,960.36
352,27429,3,1142.04
353,82361,3,1198.17
353,52354,1,47.62
353,47954,2,587.0
354,125016,2,411.56
354,130089,2,535.08
354,101097,2,943.76
354,124513,3,49.08
355,144012,2,145.48
355,84874,1,464.46
355,147218,3,0.0
355,112120,1,375.07
356,58392,2,713.04
356,74182,2,979.52
356,129384,3,545.9399999999999
357,113155,2,267.2
357,136798,2,23.52
358,34427,2,494.62
358,1463,3,797.04
359,27293,2,241.94
360,131782,2,221.5
360,2738,3,1356.15
360,13797,3,1075.53
361,54475,1,209.77
361,43049,2,550.12
361,17075,3,0.0
361,56176,1,228.3
362,42948,1,17.96
362,122870,3,1129.74
362,62081,2,900.04
363,76400,3,1185.21
364,67826,3,414.84
364,279,2,585.78
364,91536,2,989.82
365,13813,3,216.9
365,15529,2,640.08
365,73518,1,497.63
365,91741,2,439.42
365,66704,1,471.54
366,57288,3,607.5600000000001
366,101718,2,166.7
367,141914,3,36.18
368,73213,2,87.34
368,9995,2,152.28
368,99087,3,446.61
368,138954,2,42.82
369,125682,2,238.26
370,50012,1,479.83
370,85278,3,906.0
370,134852,1,284.71
370,138947,1,241.57
371,32184,1,305.87
371,115984,3,1341.21
372,104334,1,297.29
373,39154,2,42.9
373,114338,1,236.11
374,127829,1,56.78
375,1514,2,249.66
375,140867,3,1280.94
375,145485,2,919.82
376,13373,3,515.55
376,18064,1,0.0
377,124121,3,138.39
378,35605,1,810.56
378,111516,2,805.82
378,75840,1,230.29
378,31550,2,949.88
379,138577,1,157.52
379,139644,2,39.92
380,20647,1,124.35
380,56510,1,28.04
380,56316,3,1448.28
380,26015,3,450.99
380,72009,1,461.73
381,111301,3,562.4399999999999
381,114025,3,1323.4499999999998
382,68284,2,755.54
382,18409,2,359.14
382,29577,2,612.1
383,30291,2,242.58
383,147053,1,119.97
384,32222,1,199.93
384,8920,1,337.05
384,41372,3,328.23
384,116319,3,594.9000000000001
385,28644,1,152.37
385,127139,3,1009.38
385,21333,1,49.66
385,131101,2,817.98
386,25993,3,634.86
386,21789,3,1283.61
387,489,1,494.18
387,113301,2,506.0
387,44009,1,54.36
387,29176,1,231.77
388,96193,2,973.0
388,118755,1,284.21
388,26301,2,121.62
388,36447,1,158.84
389,83741,1,213.74
390,31468,3,0.0
391,36007,1,457.1
392,137225,2,492.98
392,95546,3,422.31000000000006
392,99407,1,395.67
393,33181,3,1367.61
393,47017,1,357.02
393,143085,1,0.0
394,89289,1,195.3
394,120020,3,873.1500000000001
395,55885,1,199.68
395,108896,3,894.81
395,146389,3,76.05000000000001
396,115756,2,359.74
396,33815,2,789.14
396,9481,2,594.52
396,75255,2,379.74
398,16882,3,1137.93
398,29822,2,115.9
399,140689,1,373.85
399,31719,3,1358.46
399,70212,1,214.2
400,33595,2,813.58
401,16116,1,491.45
401,12318,1,337.99
401,107710,3,1389.99
401,67560,1,206.29
402,99669,3,1270.59
402,122888,1,460.61
403,147857,2,143.16
403,129348,1,322.87
403,15663,1,233.28
403,20946,2,470.72
403,49499,1,212.56
404,45234,2,489.78
404,98071,2,448.32
405,110614,2,852.68
406,31000,1,222.06
406,56667,2,338.18
406,127843,2,692.58
406,51645,1,433.35
407,83284,1,459.44
407,88805,3,1248.0
407,99381,3,558.54
407,12783,2,540.44
407,132614,3,1111.23
408,117163,1,996.72
408,7306,2,553.22
408,14022,2,543.14
409,144367,1,391.52
409,148788,1,164.94
409,132760,1,174.43
409,92487,2,960.08
409,146598,2,0.0
410,148520,2,128.4
411,77108,2,544.84
411,148605,1,56.15
411,32226,3,1095.42
411,105403,3,235.47
412,61744,3,856.0500000000001
412,92406,3,413.25
412,112957,2,921.82
413,58632,1,321.68
413,30189,1,257.17
413,81983,2,426.38
413,79158,1,290.42
414,109569,3,596.04
414,32140,2,333.94
414,20343,2,629.54
415,21414,1,186.01
415,83295,2,415.76
415,65037,3,1365.72
415,43488,1,245.06
416,14800,3,575.37
416,30397,2,64.22
416,113781,2,416.34
417,104223,2,580.98
417,88702,2,577.08
418,41155,3,120.78
418,138559,3,392.67
419,144649,1,207.8
420,149613,2,695.26
420,9390,1,954.94
420,52043,3,800.76
422,107822,2,744.16
422,121920,3,913.02
422,131800,2,355.4
422,60649,1,141.3
422,70436,1,399.95
423,34603,3,634.6800000000001
423,118648,3,1157.01
423,137644,1,304.97
423,69128,2,877.54
424,47280,1,167.61
424,49249,1,269.23
424,67642,2,260.96
425,96311,2,82.9
425,29387,1,184.84
425,52094,3,356.64
425,69062,1,50.3
426,80670,1,462.13
426,66723,2,0.0
426,139851,2,854.16
427,43119,3,1169.58
427,137800,3,1004.55
427,98408,2,636.56
428,88741,1,47.51
429,32734,3,692.49
429,72135,2,569.5
429,84187,3,341.13
429,8617,1,47.29
430,88000,2,867.68
430,12384,3,182.19
430,34181,3,1003.62
430,53474,2,107.22
431,87654,1,225.08
432,113970,3,707.91
432,82791,1,297.13
432,138160,3,860.04
432,12710,3,435.57
433,16034,2,864.44
433,33244,3,643.08
433,141876,1,62.55
434,57594,1,382.61
434,83399,1,476.9
434,54201,3,1307.91
434,24583,2,365.9
434,87275,1,216.68
435,67297,2,154.08
435,22774,2,824.02
435,43043,3,1498.56
436,118687,3,381.93
436,146582,1,311.98
437,43185,3,1310.07
438,58021,1,15.58
438,41811,1,193.65
438,14768,1,48.68
438,143944,3,1345.26
438,58975,2,403.54
439,50511,3,1366.74
439,89368,1,11.37
440,103417,2,269.46
441,13538,3,1203.75
441,69080,2,400.46
442,75198,1,181.71
442,95664,1,346.73
442,75378,1,28.93
442,112716,2,46.46
443,64162,2,533.48
443,4502,3,1184.37
443,108521,1,167.71
444,62503,3,192.33
444,111697,3,37.86
444,5904,2,712.18
445,61198,1,171.36
446,33027,1,389.19
446,18742,1,379.93
446,139442,2,368.42
446,133149,1,148.69
446,140865,1,412.09
447,115188,3,1161.9
447,24540,1,494.95
447,10308,1,294.08
448,94387,3,1444.38
448,98298,3,228.0
449,66572,1,364.69
449,37855,1,329.74
449,23191,2,571.2
450,28560,2,140.92
451,28984,1,0.0
451,108672,2,684.58
451,103738,3,1196.6999999999998
452,63972,1,161.97
452,102841,3,721.14
452,92066,1,194.73
453,52332,3,1113.84
453,118495,1,115.76
453,98029,3,193.59
453,124785,2,401.08
454,78476,2,506.22
454,32649,2,116.76
455,59660,2,157.38
456,70172,1,25.17
457,146816,3,736.95
458,100024,2,202.38
458,88267,3,991.38
459,89884,3,837.4499999999999
459,11624,2,548.54
459,91035,3,1495.23
459,121437,2,873.92
460,21223,3,1221.24
460,126176,1,139.34
461,17254,3,602.8499999999999
461,18832,2,127.12
461,113906,3,835.08
462,131872,3,1251.78
462,33687,1,488.75
462,36972,1,269.16
463,133154,1,458.03
463,35249,1,166.76
463,145540,2,575.44
463,56943,2,618.16
464,120430,3,1453.59
464,115640,2,974.54
465,24797,2,590.78
465,96747,2,67.42
465,92735,2,427.18
465,111958,1,467.1
466,75051,2,412.98
466,84496,2,465.2
466,56753,1,215.57
467,46483,3,814.6200000000001
467,140204,2,285.6
468,144956,3,1404.18
468,47283,3,698.8499999999999
468,97693,2,223.92
