order_id,customer_id,order_date,order_status
195,9239,2024-06-29 00:00:00,Entregue
196,2810,2024-02-08 00:00:00,Pago
197,8670,2024-02-14 00:00:00,Pago
198,1778,2024-03-11 00:00:00,Enviado
199,9817,2024-03-18 00:00:00,Pendente
201,3427,2024-05-06 00:00:00,Pago
202,1955,2024-06-18 00:00:00,Pago
203,351,2024-06-22 00:00:00,Enviado
204,9273,2024-07-06 00:00:00,Pago
205,594,2024-03-02 00:00:00,Pago
206,5749,2024-05-17 00:00:00,Cancelado
207,6482,2024-03-19 00:00:00,Pendente
208,7670,2024-01-24 00:00:00,Pago
209,5442,2024-06-10 00:00:00,Pago
210,8104,2024-07-24 00:00:00,Pago
211,9120,2024-06-01 00:00:00,Pago
212,8568,2024-06-15 00:00:00,Cancelado
213,4223,2024-01-02 00:00:00,Pago
214,7203,2024-01-20 00:00:00,Pago
215,3548,2024-07-04 00:00:00,Entregue
216,1337,2024-06-20 00:00:00,Pago
217,6365,2024-07-03 00:00:00,Pago
218,3099,2024-02-19 00:00:00,Enviado
219,2921,2024-07-23 00:00:00,Enviado
221,1209,2024-05-20 00:00:00,Enviado
224,1459,2024-07-11 00:00:00,Entregue
226,2020,2024-06-03 00:00:00,Pago
227,88,2024-07-18 00:00:00,Pago
228,6025,2024-07-06 00:00:00,Pago
229,8955,2024-07-17 00:00:00,Enviado
230,188,Unknown,Entregue
231,6497,2024-04-24 00:00:00,Entregue
232,3358,2024-03-08 00:00:00,Enviado
233,3258,2024-02-16 00:00:00,Pendente
234,3885,2024-06-10 00:00:00,Pendente
235,9896,2024-03-23 00:00:00,Pago
236,6663,2024-05-15 00:00:00,Pago
237,9702,2024-05-14 00:00:00,Pago
238,1458,2024-05-30 00:00:00,Entregue
239,6863,Unknown,Enviado
240,2642,2024-05-01 00:00:00,Cancelado
241,7309,2024-05-23 00:00:00,Pago
243,516,2024-03-05 00:00:00,Enviado
244,4985,2024-05-17 00:00:00,Entregue
245,8712,2024-03-02 00:00:00,Pago
246,6961,2024-01-15 00:00:00,Entregue
247,9963,2024-01-03 00:00:00,Entregue
248,4562,2024-07-12 00:00:00,Enviado
249,8370,2024-01-10 00:00:00,Pago
250,109,2024-01-10 00:00:00,Enviado
251,1697,2024-02-07 00:00:00,Pago
252,7777,2024-02-16 00:00:00,Pendente
253,7506,2024-01-25 00:00:00,Pago
254,555,2024-05-24 00:00:00,Entregue
255,441,2024-06-11 00:00:00,Entregue
256,804,2024-05-07 00:00:00,Pago
257,1510,2024-04-08 00:00:00,Entregue
258,6556,2024-05-19 00:00:00,Pago
259,7848,2024-04-05 00:00:00,Entregue
260,8163,2024-01-12 00:00:00,Pendente
261,7370,2024-06-18 00:00:00,Enviado
262,4347,2024-03-25 00:00:00,Pago
263,7902,2024-03-21 00:00:00,Entregue
264,2034,2024-02-16 00:00:00,Entregue
265,2966,2024-07-23 00:00:00,Pago
266,5209,2024-06-04 00:00:00,Enviado
267,5075,Unknown,Enviado
269,5422,2024-01-03 00:00:00,Enviado
270,759,2024-03-08 00:00:00,Pago
271,6915,Unknown,Entregue
272,1865,Unknown,Pendente
275,6263,2024-01-22 00:00:00,Pago
276,8668,2024-03-26 00:00:00,Pago
277,9633,2024-05-05 00:00:00,Enviado
278,3730,2024-01-29 00:00:00,Pago
279,830,2024-04-23 00:00:00,Entregue
280,4867,2024-06-05 00:00:00,Cancelado
282,6772,2024-03-02 00:00:00,Pendente
283,1008,2024-02-13 00:00:00,Entregue
284,8372,2024-04-24 00:00:00,Pago
285,8673,2024-06-29 00:00:00,Enviado
286,1470,Unknown,Entregue
287,3540,2024-02-05 00:00:00,Enviado
288,439,2024-07-12 00:00:00,Entregue
289,3134,2024-06-15 00:00:00,Pendente
290,370,2024-04-01 00:00:00,Entregue
291,4870,2024-01-18 00:00:00,Entregue
292,8911,2024-07-22 00:00:00,Pago
293,180,2024-04-01 00:00:00,Pago
295,4517,2024-06-02 00:00:00,Pago
296,1684,2024-03-06 00:00:00,Enviado
297,7500,2024-02-09 00:00:00,Pago
298,9896,2024-03-26 00:00:00,Entregue
299,3898,2024-04-27 00:00:00,Pago
301,5625,2024-07-22 00:00:00,Pago
302,6601,2024-06-09 00:00:00,Enviado
303,5094,2024-06-17 00:00:00,Entregue
304,3604,2024-05-20 00:00:00,Pendente
305,3883,2024-02-08 00:00:00,Pendente
306,1353,2024-06-06 00:00:00,Entregue
307,4910,2024-01-16 00:00:00,Pendente
308,1782,Unknown,Enviado
309,7282,Unknown,Pendente
311,5145,2024-02-02 00:00:00,Entregue
312,6985,2024-02-13 00:00:00,Pendente
313,3837,2024-05-14 00:00:00,Pendente
314,469,2024-06-27 00:00:00,Pendente
315,4741,2024-06-28 00:00:00,Pendente
316,2808,2024-06-08 00:00:00,Pago
317,1307,2024-04-14 00:00:00,Pago
318,576,2024-07-24 00:00:00,Entregue
319,2450,2024-03-22 00:00:00,Pago
320,9294,2024-05-28 00:00:00,Cancelado
321,4700,2024-03-09 00:00:00,Pago
322,6212,2024-05-28 00:00:00,Enviado
323,5126,2024-01-28 00:00:00,Pago
324,4888,2024-06-28 00:00:00,Pago
325,4201,2024-05-19 00:00:00,Pago
326,1046,Unknown,Pago
327,7975,2024-06-12 00:00:00,Pago
329,1981,2024-01-31 00:00:00,Entregue
330,5386,2024-01-30 00:00:00,Entregue
331,418,2024-01-20 00:00:00,Enviado
332,6273,2024-01-20 00:00:00,Pago
333,7986,2024-05-26 00:00:00,Entregue
334,8311,2024-04-27 00:00:00,Pendente
336,4873,2024-01-29 00:00:00,Pago
337,8090,2024-05-21 00:00:00,Entregue
338,6870,2024-06-11 00:00:00,Pago
339,3134,2024-01-09 00:00:00,Pago
341,9558,2024-05-12 00:00:00,Pendente
342,5872,2024-02-28 00:00:00,Entregue
343,3616,Unknown,Enviado
344,1605,2024-04-29 00:00:00,Pago
345,6643,2024-05-29 00:00:00,Entregue
346,2606,2024-04-22 00:00:00,Entregue
347,4736,2024-04-24 00:00:00,Pago
348,4999,2024-07-14 00:00:00,Entregue
349,1592,2024-04-15 00:00:00,Pago
350,2055,Unknown,Pago
351,9810,2024-05-18 00:00:00,Pendente
352,7943,2024-04-08 00:00:00,Pago
353,325,2024-07-24 00:00:00,Pago
354,7742,Unknown,Pago
355,9298,2024-03-30 00:00:00,Pago
356,8390,2024-04-03 00:00:00,Enviado
357,4860,2024-06-14 00:00:00,Pago
358,8099,2024-07-18 00:00:00,Pago
360,975,2024-03-12 00:00:00,Pago
361,7628,2024-02-02 00:00:00,Pendente
362,5426,2024-03-10 00:00:00,Pago
363,2128,2024-04-03 00:00:00,Pago
364,8218,2024-01-18 00:00:00,Entregue
366,1738,2024-03-25 00:00:00,Pendente
368,2848,2024-05-03 00:00:00,Pendente
369,156,2024-04-27 00:00:00,Pago
370,956,2024-06-23 00:00:00,Pago
371,4202,2024-07-13 00:00:00,Pago
372,1107,2024-02-02 00:00:00,Enviado
373,8931,2024-02-11 00:00:00,Enviado
374,2862,2024-01-04 00:00:00,Pago
375,7562,2024-01-13 00:00:00,Enviado
376,6144,Unknown,Pago
377,7163,2024-04-03 00:00:00,Entregue
378,5430,2024-07-22 00:00:00,Pago
379,8076,2024-02-19 00:00:00,Enviado
380,273,2024-03-20 00:00:00,Enviado
381,8458,2024-06-12 00:00:00,Entregue
382,7336,2024-02-21 00:00:00,Pago
383,6385,2024-01-12 00:00:00,Pago
384,3959,2024-02-07 00:00:00,Pendente
385,7081,2024-07-17 00:00:00,Pendente
386,7349,2024-05-13 00:00:00,Pendente
387,7402,2024-02-27 00:00:00,Pago
388,8553,2024-07-07 00:00:00,Enviado
389,7565,2024-06-02 00:00:00,Pago
390,6860,2024-06-20 00:00:00,Pago
391,5180,2024-04-09 00:00:00,Pago
392,7965,2024-03-09 00:00:00,Entregue
393,7284,2024-01-13 00:00:00,Pago
394,5366,2024-05-11 00:00:00,Pendente
395,5296,2024-03-27 00:00:00,Entregue
396,6499,2024-04-08 00:00:00,Enviado
397,9374,2024-01-05 00:00:00,Pago
398,8722,2024-07-22 00:00:00,Pago
399,1199,2024-05-13 00:00:00,Entregue
400,7354,2024-06-27 00:00:00,Cancelado
401,3557,2024-04-02 00:00:00,Entregue
402,1175,2024-06-12 00:00:00,Entregue
403,1518,2024-01-04 00:00:00,Entregue
404,1061,2024-02-05 00:00:00,Enviado
405,2421,2024-07-23 00:00:00,Enviado
406,2028,2024-05-19 00:00:00,Entregue
407,4804,2024-05-24 00:00:00,Entregue
408,2961,2024-05-21 00:00:00,Pago
410,8608,2024-02-07 00:00:00,Pago
411,5401,2024-01-20 00:00:00,Enviado
412,1253,2024-02-28 00:00:00,Entregue
413,9190,Unknown,Entregue
414,6150,2024-02-26 00:00:00,Enviado
416,8086,2024-02-03 00:00:00,Pago
417,6164,2024-02-12 00:00:00,Pago
418,9838,2024-03-22 00:00:00,Pendente
419,2028,2024-05-15 00:00:00,Entregue
420,960,2024-03-02 00:00:00,Pago
421,9868,2024-04-29 00:00:00,Enviado
423,9072,2024-02-10 00:00:00,Pendente
424,1287,2024-06-12 00:00:00,Pendente
425,592,2024-06-11 00:00:00,Pago
426,4324,2024-01-22 00:00:00,Entregue
427,2305,2024-06-14 00:00:00,Pago
428,3954,2024-07-12 00:00:00,Pendente
429,2156,2024-05-24 00:00:00,Entregue
430,8958,Unknown,Pago
431,7026,Unknown,Entregue
432,5299,2024-03-22 00:00:00,Pago
433,3900,2024-02-02 00:00:00,Pago
434,7870,2024-05-05 00:00:00,Pago
436,1296,2024-02-27 00:00:00,Pendente
437,8196,2024-02-07 00:00:00,Enviado
438,1391,2024-04-10 00:00:00,Cancelado
439,1741,2024-04-03 00:00:00,Entregue
440,1296,2024-05-04 00:00:00,Entregue
441,6479,2024-04-07 00:00:00,Entregue
442,9583,2024-05-13 00:00:00,Enviado
443,8685,2024-05-06 00:00:00,Pendente
444,3550,2024-07-13 00:00:00,Pago
446,8519,2024-01-13 00:00:00,Entregue
447,6156,2024-02-25 00:00:00,Pago
448,1762,2024-04-09 00:00:00,Entregue
449,1151,2024-03-10 00:00:00,Pago
450,7101,2024-04-13 00:00:00,Pago
451,2207,2024-05-24 00:00:00,Entregue
452,2483,2024-03-09 00:00:00,Pago
453,6507,2024-05-29 00:00:00,Pago
454,7661,2024-02-23 00:00:00,Pendente
455,663,2024-02-03 00:00:00,Pendente
458,2350,2024-04-08 00:00:00,Pendente
459,6084,2024-06-30 00:00:00,Pago
460,7760,2024-04-12 00:00:00,Entregue
461,9761,2024-07-06 00:00:00,Pago
462,8876,Unknown,Entregue
463,2800,2024-06-28 00:00:00,Pago
464,7119,2024-02-18 00:00:00,Entregue
465,7646,2024-05-24 00:00:00,Pendente
466,9661,2024-06-23 00:00:00,Entregue
467,2259,2024-01-07 00:00:00,Pago
468,2417,2024-07-16 00:00:00,Entregue
469,6194,2024-05-17 00:00:00,Pago
470,8475,2024-03-12 00:00:00,Pago
471,9640,2024-06-01 00:00:00,Pendente
472,8918,2024-07-07 00:00:00,Pendente
473,1322,2024-04-25 00:00:00,Pendente
474,5418,Unknown,Pago
475,7792,2024-04-22 00:00:00,Pago
476,8394,2024-02-12 00:00:00,Entregue
477,5343,2024-02-22 00:00:00,Enviado
478,7875,2024-03-07 00:00:00,Pago
479,2592,2024-03-02 00:00:00,Pendente
480,9242,2024-04-14 00:00:00,Pago
481,4166,2024-02-27 00:00:00,Pago
482,3318,2024-06-18 00:00:00,Cancelado
483,5089,2024-07-07 00:00:00,Pendente
485,1073,2024-07-10 00:00:00,Entregue
486,2975,2024-05-13 00:00:00,Pago
487,3210,Unknown,Enviado
488,9131,2024-04-27 00:00:00,Entregue
489,9037,2024-04-10 00:00:00,Cancelado
490,8320,2024-04-23 00:00:00,Pendente
491,4389,2024-04-17 00:00:00,Enviado
492,1932,Unknown,Pago
493,4379,2024-06-22 00:00:00,Entregue
494,5758,Unknown,Entregue
497,7328,2024-05-09 00:00:00,Pago
498,8451,2024-01-04 00:00:00,Pendente
499,9180,2024-02-11 00:00:00,Pago
501,2886,2024-06-29 00:00:00,Enviado
502,7180,2024-06-15 00:00:00,Pendente
503,525,2024-04-02 00:00:00,Enviado
505,6300,2024-06-18 00:00:00,Enviado
506,8840,2024-07-01 00:00:00,Pago
507,6730,2024-05-07 00:00:00,Pendente
509,957,2024-05-08 00:00:00,Entregue
510,5112,2024-03-30 00:00:00,Pendente
511,5615,2024-03-27 00:00:00,Pago
512,4972,2024-05-14 00:00:00,Enviado
513,2222,2024-05-04 00:00:00,Pago
514,4859,2024-03-11 00:00:00,Pago
515,3973,2024-05-11 00:00:00,Entregue
516,9533,2024-01-24 00:00:00,Enviado
519,3483,2024-03-16 00:00:00,Pago
520,736,2024-04-26 00:00:00,Pago
521,8575,2024-02-21 00:00:00,Pago
522,8822,2024-05-29 00:00:00,Entregue
523,1176,2024-01-15 00:00:00,Entregue
525,3402,2024-06-14 00:00:00,Entregue
526,3335,2024-06-08 00:00:00,Entregue
527,3633,2024-02-04 00:00:00,Pendente
528,6930,2024-05-24 00:00:00,Pago
529,6843,2024-05-01 00:00:00,Pago
530,9575,2024-04-09 00:00:00,Enviado
531,9098,2024-04-02 00:00:00,Pago
532,6698,Unknown,Enviado
533,437,2024-02-17 00:00:00,Pago
534,6391,2024-05-15 00:00:00,Pago
535,2966,2024-02-16 00:00:00,Pago
536,3329,2024-04-14 00:00:00,Pago
537,8776,2024-06-12 00:00:00,Pendente
539,4899,2024-06-20 00:00:00,Pendente
540,2615,2024-05-01 00:00:00,Pago
541,4885,Unknown,Entregue
542,4733,2024-03-25 00:00:00,Pago
544,206,2024-04-05 00:00:00,Entregue
545,6870,2024-07-21 00:00:00,Enviado
546,8000,2024-07-24 00:00:00,Pendente
547,9326,2024-03-02 00:00:00,Entregue
548,250,2024-06-25 00:00:00,Entregue
549,5264,2024-01-18 00:00:00,Pago
550,4476,2024-02-01 00:00:00,Cancelado
551,1231,Unknown,Pendente
552,6684,2024-03-15 00:00:00,Pago
553,5148,2024-01-03 00:00:00,Pago
554,6669,2024-06-30 00:00:00,Enviado
555,7431,2024-07-23 00:00:00,Entregue
556,117,2024-02-01 00:00:00,Pago
557,4557,2024-04-16 00:00:00,Pago
558,7679,2024-07-27 00:00:00,Pendente
559,2409,2024-04-04 00:00:00,Pendente
560,4896,2024-03-27 00:00:00,Enviado
561,2184,2024-05-12 00:00:00,Pago
562,6897,2024-03-23 00:00:00,Enviado
563,6171,2024-02-17 00:00:00,Cancelado
564,9196,2024-06-20 00:00:00,Pendente
565,9800,2024-07-23 00:00:00,Enviado
566,4596,2024-02-25 00:00:00,Pago
567,8344,2024-04-19 00:00:00,Pago
568,2457,2024-02-27 00:00:00,Enviado
569,9559,2024-04-30 00:00:00,Cancelado
570,7629,2024-03-13 00:00:00,Entregue
571,1889,2024-03-25 00:00:00,Pago
572,2299,2024-01-26 00:00:00,Cancelado
573,2030,2024-01-16 00:00:00,Enviado
575,8250,2024-03-07 00:00:00,Enviado
577,2321,2024-05-20 00:00:00,Entregue
578,599,2024-07-22 00:00:00,Cancelado
579,2945,2024-02-20 00:00:00,Entregue
580,855,2024-04-01 00:00:00,Pago
581,4430,2024-02-29 00:00:00,Pago
582,3976,2024-01-02 00:00:00,Cancelado
583,2410,2024-05-05 00:00:00,Pendente
584,2479,2024-07-22 00:00:00,Enviado
585,3502,2024-03-06 00:00:00,Enviado
586,476,2024-06-15 00:00:00,Pago
587,5728,2024-03-31 00:00:00,Entregue
588,8487,2024-06-26 00:00:00,Pendente
589,1491,2024-01-02 00:00:00,Pendente
591,3923,2024-03-10 00:00:00,Pago
592,2131,2024-04-23 00:00:00,Enviado
593,3756,2024-03-15 00:00:00,Pago
594,8797,2024-04-10 00:00:00,Entregue
595,7709,2024-04-06 00:00:00,Pago
596,4857,2024-03-14 00:00:00,Pago
597,5849,2024-01-21 00:00:00,Enviado
598,8456,2024-06-17 00:00:00,Enviado
599,389,2024-02-20 00:00:00,Pendente
600,6317,2024-07-19 00:00:00,Pendente
601,9107,2024-05-16 00:00:00,Pago
602,6057,2024-02-21 00:00:00,Pendente
603,6830,2024-01-20 00:00:00,Pago
604,8945,2024-05-07 00:00:00,Pendente
605,4026,2024-04-01 00:00:00,Pago
606,2841,2024-07-09 00:00:00,Pago
608,3467,2024-03-28 00:00:00,Entregue
609,4075,2024-07-07 00:00:00,Enviado
610,5314,2024-03-09 00:00:00,Pago
611,9018,2024-02-14 00:00:00,Enviado
613,4435,2024-07-23 00:00:00,Entregue
614,9,2024-01-29 00:00:00,Pago
615,9185,2024-07-26 00:00:00,Entregue
616,7318,2024-01-26 00:00:00,Pendente
618,3958,2024-05-18 00:00:00,Entregue
619,4130,2024-04-03 00:00:00,Entregue
620,1837,2024-03-19 00:00:00,Pendente
621,7690,2024-06-18 00:00:00,Pago
622,6443,2024-05-04 00:00:00,Pago
623,547,2024-03-11 00:00:00,Pago
624,3616,2024-01-30 00:00:00,Pago
625,2926,2024-06-21 00:00:00,Pago
626,7520,2024-02-08 00:00:00,Cancelado
627,505,2024-01-24 00:00:00,Cancelado
628,9574,2024-07-21 00:00:00,Pendente
629,4867,2024-04-16 00:00:00,Pago
630,7461,2024-02-08 00:00:00,Pendente
631,2970,2024-04-23 00:00:00,Pago
632,8712,2024-04-21 00:00:00,Pendente
633,3289,2024-04-24 00:00:00,Entregue
634,7776,2024-06-15 00:00:00,Pago
635,6806,2024-02-21 00:00:00,Pendente
636,9096,2024-01-31 00:00:00,Entregue
637,7861,2024-04-27 00:00:00,Entregue
638,3363,Unknown,Pago
639,1253,2024-05-12 00:00:00,Pago
641,8840,2024-01-19 00:00:00,Cancelado
642,8853,2024-01-21 00:00:00,Entregue
643,2833,2024-07-22 00:00:00,Cancelado
644,1316,2024-04-10 00:00:00,Pago
645,7981,2024-04-29 00:00:00,Pendente
646,644,2024-03-14 00:00:00,Enviado
647,8769,2024-05-05 00:00:00,Pago
648,5257,2024-04-12 00:00:00,Entregue
649,8006,2024-04-21 00:00:00,Pago
650,8174,2024-07-22 00:00:00,Pago
651,7234,2024-02-17 00:00:00,Pago
652,3460,Unknown,Pago
653,6273,2024-02-13 00:00:00,Pendente
654,3087,2024-04-09 00:00:00,Pago
655,2016,Unknown,Enviado
656,8628,2024-04-05 00:00:00,Pendente
657,5848,2024-04-02 00:00:00,Entregue
658,8945,2024-04-05 00:00:00,Pendente
659,9243,2024-04-05 00:00:00,Pago
660,415,2024-04-01 00:00:00,Entregue
661,1287,2024-02-28 00:00:00,Pendente
662,9460,2024-05-06 00:00:00,Pendente
663,9014,2024-06-15 00:00:00,Pago
664,3020,2024-03-15 00:00:00,Cancelado
665,4492,2024-07-22 00:00:00,Enviado
667,3927,2024-04-02 00:00:00,Pendente
668,3739,2024-07-11 00:00:00,Pago
669,593,2024-01-23 00:00:00,Pendente
670,9343,2024-03-08 00:00:00,Entregue
671,9935,2024-07-06 00:00:00,Pago
672,9425,2024-01-17 00:00:00,Pago
673,4605,2024-07-16 00:00:00,Pago
674,9763,2024-04-17 00:00:00,Pendente
675,1906,2024-07-04 00:00:00,Pago
676,2370,2024-01-22 00:00:00,Entregue
678,6198,2024-02-09 00:00:00,Entregue
679,8142,2024-01-04 00:00:00,Pago
680,7514,2024-02-17 00:00:00,Cancelado
681,8185,2024-04-03 00:00:00,Pendente
682,9475,2024-04-22 00:00:00,Pago
683,6710,2024-07-10 00:00:00,Pago
684,6086,2024-07-24 00:00:00,Pago
685,5161,2024-05-02 00:00:00,Enviado
687,2903,2024-07-20 00:00:00,Enviado
689,258,2024-04-24 00:00:00,Pago
690,3730,2024-01-16 00:00:00,Pendente
691,7547,2024-05-23 00:00:00,Pago
692,2885,2024-04-09 00:00:00,Pago
693,2103,2024-05-02 00:00:00,Pendente
695,5126,2024-06-29 00:00:00,Enviado
696,9286,2024-02-07 00:00:00,Enviado
